0 0 18.324600000081
10000 0 27.560099967589
20000 0 31.934000089669
30000 0 26.878999917484
40000 0 16.446599730517
50000 0 13.799299999599
60000 0 27.600000013161
70000 0 46.068500000416
80000 0 56.776099946394
90000 0 52.395200044892
100000 0 39.576899873617
110000 0 28.334899937894
120000 0 27.385000147333
130000 0 31.253200066945
140000 0 33.559400075144
150000 0 33.511199909524
160000 0 32.630900000907
170000 0 34.354899954155
180000 0 38.63459999742
190000 0 43.828899936299
200000 0 48.605199912794
210000 0 51.881600030567
220000 0 51.192699937342
230000 0 46.292200005826
240000 0 39.506499958057
250000 0 27.587999997821
260000 0 18.415000044858
270000 0 21.990599960515
280000 0 33.624800011206
290000 0 39.594799945779
300000 0 34.485100029579
310000 0 25.890999991161
320000 0 20.656500009736
330000 0 22.010600118336
340000 0 28.739199964307
350000 0 37.492700098018
360000 0 41.906400009947
370000 0 38.931099980728
380000 0 37.044900007708
390000 0 38.228300000001
400000 0 37.738200011523
410000 0 35.754299949248
420000 0 37.0530000788
430000 0 39.815800058291
440000 0 39.294900002104
450000 0 40.898800073848
460000 0 46.455500043108
470000 0 50.907300056246
480000 0 49.320900057639
490000 0 42.774400034749
500000 0 33.804400011554
0 10000 33.308400000304
10000 10000 45.226600008911
20000 10000 50.532300022078
30000 10000 51.039600022234
40000 10000 31.722100001255
50000 10000 24.846699935523
60000 10000 47.955299893714
70000 10000 68.099399946002
80000 10000 81.476800077391
90000 10000 70.418900000285
100000 10000 48.266199988978
110000 10000 30.310000019487
120000 10000 27.940999869885
130000 10000 34.956899977838
140000 10000 39.771199913397
150000 10000 45.788399901056
160000 10000 49.693100004027
170000 10000 34.426099985788
180000 10000 29.884699914259
190000 10000 27.682799982511
200000 10000 29.320999994783
210000 10000 36.7131000452
220000 10000 37.634599927902
230000 10000 39.513799972893
240000 10000 36.182000065646
250000 10000 42.048900048288
260000 10000 39.951300003441
270000 10000 41.392000042539
280000 10000 45.499299776079
290000 10000 39.225800010238
300000 10000 35.342399912651
310000 10000 30.372699776339
320000 10000 30.009500004656
330000 10000 37.393599976559
340000 10000 56.854400089897
350000 10000 59.572700019511
360000 10000 56.548399891396
370000 10000 40.040300060358
380000 10000 23.781000084841
390000 10000 24.444199969706
400000 10000 32.194800014933
410000 10000 42.802600002792
420000 10000 61.543200008659
430000 10000 73.156799913351
440000 10000 72.764200160073
450000 10000 67.722599973098
460000 10000 64.617100005307
470000 10000 61.918499987604
480000 10000 56.547500018033
490000 10000 52.736200016671
500000 10000 45.633500046091
0 20000 46.256000039517
10000 20000 59.567699980224
20000 20000 74.483199986145
30000 20000 85.195599966743
40000 20000 68.102599787731
50000 20000 52.414299994745
60000 20000 67.108199999124
70000 20000 99.881200035849
80000 20000 111.02760005
90000 20000 97.6696000538
100000 20000 65.162900034686
110000 20000 47.063900013438
120000 20000 46.314000090163
130000 20000 52.379100081053
140000 20000 63.009700074951
150000 20000 80.558500115846
160000 20000 86.063800098664
170000 20000 66.308000045695
180000 20000 42.188200044895
190000 20000 32.507800031326
200000 20000 33.665300029914
210000 20000 41.823900028749
220000 20000 49.979400293496
230000 20000 49.93780017331
240000 20000 54.701500015203
250000 20000 76.336122618682
260000 20000 78.297500061823
270000 20000 78.071799992272
280000 20000 69.579900005573
290000 20000 62.196200127586
300000 20000 56.399600030523
310000 20000 52.989699969094
320000 20000 57.602700043805
330000 20000 78.024000059172
340000 20000 98.797999938295
350000 20000 97.58470004615
360000 20000 79.668899988484
370000 20000 52.278000089667
380000 20000 30.069499957299
390000 20000 27.187800030871
400000 20000 44.579499972348
410000 20000 75.530100135232
420000 20000 102.40089997446
430000 20000 116.76790005639
440000 20000 114.18809996684
450000 20000 99.68700017413
460000 20000 85.421900020489
470000 20000 73.705000035388
480000 20000 62.849200014535
490000 20000 56.469100015711
500000 20000 53.746200128227
0 30000 54.871099999902
10000 30000 75.154599951333
20000 30000 97.940799999837
30000 30000 126.73949999492
40000 30000 130.12360000345
50000 30000 119.09219999405
60000 30000 125.20349994294
70000 30000 149.18469984865
80000 30000 146.78339999451
90000 30000 149.75409981326
100000 30000 132.39070006504
110000 30000 112.98539988148
120000 30000 100.87569975192
130000 30000 99.302999863401
140000 30000 120.76919988277
150000 30000 145.40050001832
160000 30000 149.62230002275
170000 30000 126.82799997619
180000 30000 96.132700028836
190000 30000 79.668699773434
200000 30000 76.428499984939
210000 30000 84.063499969663
220000 30000 100.55629966525
230000 30000 116.35529997461
240000 30000 133.42049981534
250000 30000 152.13740929409
260000 30000 149.79500003327
270000 30000 145.73979984442
280000 30000 137.485999979
290000 30000 131.15379979341
300000 30000 128.31029997748
310000 30000 119.20529996639
320000 30000 126.43849990889
330000 30000 152.6219000466
340000 30000 162.76470040071
350000 30000 148.68930007022
360000 30000 118.61899998198
370000 30000 82.790399891179
380000 30000 62.289400103423
390000 30000 63.565599992242
400000 30000 95.864100005464
410000 30000 138.23639974324
420000 30000 174.48710002036
430000 30000 183.86579993426
440000 30000 172.01700004634
450000 30000 140.54510000258
460000 30000 110.7996998659
470000 30000 85.23520006599
480000 30000 67.02949999454
490000 30000 57.003899986556
500000 30000 54.917000051839
0 40000 55.182799960632
10000 40000 77.154699934646
20000 40000 105.17949999357
30000 40000 157.20829987502
40000 40000 225.26050001849
50000 40000 232.03810004229
60000 40000 251.3339999937
70000 40000 227.55669982885
80000 40000 160.16239994352
90000 40000 222.33409995569
100000 40000 241.29389994644
110000 40000 219.89209990372
120000 40000 194.29309984178
130000 40000 186.88859998012
140000 40000 211.35209977142
150000 40000 226.05819990987
160000 40000 233.60659985446
170000 40000 204.50469993695
180000 40000 186.15879992383
190000 40000 168.30019984953
200000 40000 159.58599991694
210000 40000 169.95989971802
220000 40000 198.19579970917
230000 40000 232.4530002285
240000 40000 258.92169995336
250000 40000 253.44366550037
260000 40000 248.97079987678
270000 40000 231.05619973875
280000 40000 227.18700017979
290000 40000 228.09569986763
300000 40000 235.10219995969
310000 40000 239.13990003605
320000 40000 243.42129993934
330000 40000 245.05700638612
340000 40000 236.10172520825
350000 40000 214.4158000814
360000 40000 170.00230015173
370000 40000 134.7458665158
380000 40000 121.22054462852
390000 40000 131.39200008767
400000 40000 171.63799992668
410000 40000 234.46299983236
420000 40000 272.99940003119
430000 40000 279.66350003364
440000 40000 242.80999999114
450000 40000 190.95890001892
460000 40000 139.40449999837
470000 40000 98.097899936904
480000 40000 66.163000022083
490000 40000 51.548499987777
500000 40000 52.719200003572
0 50000 47.015199997464
10000 50000 63.547599875921
20000 50000 99.267899895262
30000 50000 173.92640009368
40000 50000 275.25730002248
50000 50000 350.54740007112
60000 50000 348.6308000679
70000 50000 263.16499990922
80000 50000 202.37190025158
90000 50000 238.66000008486
100000 50000 309.14439998054
110000 50000 325.81899998172
120000 50000 302.04000011682
130000 50000 284.1731999743
140000 50000 297.83699964463
150000 50000 313.01569999251
160000 50000 307.88890027267
170000 50000 291.85979999857
180000 50000 279.75249976997
190000 50000 266.8341000767
200000 50000 259.34419978141
210000 50000 274.10980034001
220000 50000 319.52310008702
230000 50000 364.14309973294
240000 50000 355.4425999277
250000 50000 329.52979970624
260000 50000 311.55470002329
270000 50000 295.7729000056
280000 50000 291.57709982846
290000 50000 310.71889976567
300000 50000 331.30070017959
310000 50000 337.8949001224
320000 50000 343.37520002642
330000 50000 341.53089996313
340000 50000 314.42402842705
350000 50000 280.59259977119
360000 50000 234.10474623903
370000 50000 194.05819998188
380000 50000 193.20960002065
390000 50000 216.02430004232
400000 50000 257.0344999658
410000 50000 320.64819984567
420000 50000 363.79109961387
430000 50000 358.18429981045
440000 50000 308.45639999199
450000 50000 249.225200061
460000 50000 184.60589999519
470000 50000 118.9785000937
480000 50000 73.495600044228
490000 50000 54.957299874023
500000 50000 50.832300026948
0 60000 34.44730024696
10000 60000 48.29059999992
20000 60000 89.963999945321
30000 60000 179.12909981558
40000 60000 315.72369990397
50000 60000 429.11669960203
60000 60000 476.50309971386
70000 60000 402.82209976994
80000 60000 328.84919990609
90000 60000 349.11680005883
100000 60000 366.65069991772
110000 60000 331.62380007758
120000 60000 323.24889980526
130000 60000 366.87079961416
140000 60000 368.91270004849
150000 60000 366.36159969782
160000 60000 356.69580017751
170000 60000 335.02519986593
180000 60000 332.99490018827
190000 60000 329.23019979602
200000 60000 330.90799996857
210000 60000 377.20010002469
220000 60000 396.69250005461
230000 60000 421.9259001551
240000 60000 393.62049985413
250000 60000 303.89070057168
260000 60000 278.7363995089
270000 60000 269.93790019518
280000 60000 282.34889980861
290000 60000 357.18850000896
300000 60000 380.68287514195
310000 60000 391.2704997503
320000 60000 389.55380010617
330000 60000 399.71380041611
340000 60000 394.17809998992
350000 60000 366.17330093583
360000 60000 315.97630049727
370000 60000 285.50669963801
380000 60000 289.90720003061
390000 60000 312.3869000121
400000 60000 320.53849972526
410000 60000 347.21435337679
420000 60000 375.76994538815
430000 60000 382.62429993899
440000 60000 342.31429973409
450000 60000 327.37279994829
460000 60000 248.00930001345
470000 60000 156.93099997688
480000 60000 90.112600174833
490000 60000 61.769699850285
500000 60000 51.505199921775
0 70000 25.715700143178
10000 70000 25.988099805254
20000 70000 70.230000086332
30000 70000 172.57339995322
40000 70000 331.79890157866
50000 70000 487.06319997258
60000 70000 569.29669997196
70000 70000 583.08759971406
80000 70000 502.04719994225
90000 70000 471.7983999983
100000 70000 343.92010004397
110000 70000 319.28260011057
120000 70000 404.13299953979
130000 70000 492.96020005252
140000 70000 505.05229990697
150000 70000 452.91119973765
160000 70000 411.96449967548
170000 70000 392.46010018962
180000 70000 385.55029971609
190000 70000 392.24549975985
200000 70000 440.63719991452
210000 70000 496.09299960495
220000 70000 519.12070009339
230000 70000 498.21309983023
240000 70000 456.76680015595
250000 70000 317.60659944848
