X	Y	Elev	G	FA	Boug
267453	9844047	77.40	978010.7921	-0.9480788332	-9.8369772311
268566	9844048	79.40	978009.8406	-1.2775946043	-10.1407155473
269679	9844049	80.60	978009.0664	-1.6789963333	-10.4350957552
270792	9844050	75.00	978010.3107	-2.166056229	-10.7323170723
271905	9844051	66.00	978012.5183	-2.7426180791	-11.0412719521
273019	9844052	72.24	978009.9339	-3.4028542721	-11.3670143644
274132	9844053	75.40	978008.2339	-4.1325811123	-11.7106984833
275245	9844054	72.40	978008.3888	-4.9114436855	-12.070014131
276358	9844055	64.44	978010.0493	-5.7156900699	-12.4400916238
277471	9844056	54.00	978012.4722	-6.5211985598	-12.8147933692
278584	9844057	48.96	978013.2467	-7.3064062423	-13.1882589738
279697	9844058	46.20	978013.3531	-8.0548132456	-13.5565312044
280810	9844059	48.00	978012.0981	-8.7567996978	-13.9190676659
281923	9844060	45.40	978012.2474	-9.4105832522	-14.2799417849
283036	9844061	40.60	978013.1162	-10.0222520972	-14.648558663
284150	9844062	34.36	978014.4575	-10.6049183749	-15.0397559075
285263	9844063	30.64	978015.0318	-11.1771366081	-15.4732230917
286376	9844064	31.96	978014.0400	-11.7608096186	-15.9722497842
287489	9844065	35.12	978012.4460	-12.37885207	-16.5618927198
288602	9844066	39.20	978010.5122	-13.0528946952	-17.2667280913
289715	9844066	50.12	978006.3938	-13.8012905184	-18.1084154469
290828	9844067	57.80	978003.1877	-14.6376320748	-19.1033368288
291941	9844068	59.00	978001.8860	-15.5699135648	-20.2605824638
293054	9844069	61.72	978000.0182	-16.6003843601	-21.5805297374
294167	9844070	65.20	977997.8219	-17.7260515912	-23.0542064447
295280	9844071	58.36	977998.7214	-18.9397108338	-24.6635475207
296393	9844072	53.40	977998.9630	-20.2313244742	-26.382555297
297506	9844073	52.20	977997.9786	-21.5895337783	-28.1792681507
298619	9844074	54.76	977995.7802	-23.003086095	-30.0183439199
299732	9844074	59.20	977992.9577	-24.4619823167	-31.8639851425
300845	9844075	58.48	977991.6883	-25.9581975048	-33.682883703
301958	9844076	59.16	977989.9564	-27.4858924124	-35.446850229
303071	9844077	62.64	977987.3355	-29.0411065711	-37.1348215727
304184	9844078	63.88	977985.3805	-30.6209950669	-38.7340059944
305296	9844079	64.00	977983.7493	-32.2227320238	-40.2400233901
306409	9844079	68.92	977980.6253	-33.8422468715	-41.6560159931
307522	9844080	70.96	977978.3777	-35.4729797804	-42.9908294182
308635	9844081	67.24	977977.9001	-37.1048385182	-44.256479401
309748	9844082	63.12	977977.5584	-38.7235117421	-45.4652114908
310861	9844083	58.80	977977.3092	-40.3102476444	-46.6265171812
311974	9844084	53.28	977977.4817	-41.8421483282	-47.7444825943
313087	9844084	48.84	977977.4023	-43.2929669804	-48.8158122444
314200	9844085	46.56	977976.7690	-44.634334871	-49.8287937598
315313	9844086	43.40	977976.5420	-45.8372956407	-50.7633583939
316426	9844087	39.80	977976.6140	-46.8739908722	-51.5922599337
317538	9844088	38.48	977976.1783	-47.7193270143	-52.2832573388
318651	9844088	36.40	977976.1854	-48.3524601021	-52.8020612271
319764	9844089	32.80	977976.8829	-48.757959749	-53.1157069887
320877	9844090	34.56	977976.1787	-48.9265535821	-53.1959604392
321990	9844091	39.00	977974.8946	-48.8554021771	-53.0223531208
323103	9844091	37.92	977975.5314	-48.5479062652	-52.5844852514
324216	9844092	37.16	977976.2965	-48.0130961709	-51.8833202394
325328	9844093	37.04	977977.0788	-47.2646926523	-50.9313152058
326441	9844094	35.08	977978.6188	-46.3199545027	-49.7513721705
327554	9844094	32.20	977980.6166	-45.1984392752	-48.3747369535
328667	9844095	32.56	977981.7798	-43.9207993109	-46.838099512
329780	9844096	31.52	977983.5065	-42.5077176114	-45.1802443907
330892	9844097	27.68	977986.2061	-40.9790604348	-43.43865123
332005	9844097	24.24	977988.8813	-39.3532901532	-41.6464463933
333118	9844098	21.00	977991.5767	-37.6471475601	-39.8300577263
221808	9842896	49.80	978032.0574	11.7800961158	6.7286744486
222922	9842897	47.52	978033.4444	12.4644157859	7.3454439456
224035	9842898	45.36	978034.7471	13.1011144669	7.9112440502
225149	9842900	43.44	978035.9093	13.6708602172	8.4164690305
226262	9842901	41.92	978036.8641	14.1564158655	8.8533781575
227375	9842902	40.60	978037.6606	14.5447112162	9.2167157192
228489	9842903	37.36	978038.9489	14.8285509836	9.5040544064
229602	9842904	37.40	978039.1164	15.0077142409	9.7158202016
230716	9842906	44.00	978037.1533	15.0892666056	9.8549966929
231829	9842907	47.40	978036.0995	15.0869983655	9.9265460877
232943	9842908	49.20	978035.4775	15.0200094446	9.9366181667
234056	9842909	52.32	978034.4043	14.9105719469	9.8916429794
235169	9842910	54.28	978033.6708	14.7814989838	9.7974155787
236283	9842911	53.92	978033.6562	14.653321435	9.65828051
237396	9842912	55.64	978033.0126	14.5416121136	9.4765107598
238509	9842914	58.40	978032.0706	14.4547934331	9.2519525353
239623	9842915	61.28	978031.1148	14.3927192152	8.9819767842
240736	9842916	62.56	978030.6687	14.3462381695	8.6617445786
241849	9842917	60.64	978031.2112	14.2978350416	8.2847602592
242963	9842918	61.60	978030.8349	14.2233185345	7.8436570613
244076	9842919	64.00	978029.9578	14.0943981357	7.3311375596
245189	9842920	63.28	978029.9650	13.8818804844	6.7409774141
246303	9842921	64.32	978029.3177	13.559133903	6.0689962589
247416	9842922	68.88	978027.4498	13.1054277544	5.313903844
248529	9842924	72.56	978025.7145	12.5087572439	4.4779416124
249643	9842925	75.80	978023.9743	11.7678144969	3.5672581237
250756	9842926	68.48	978025.3757	10.8928578779	2.5919791965
251869	9842927	63.20	978026.0329	9.9053532949	1.5659583636
252982	9842928	62.00	978025.3454	8.8363995108	0.5062183945
254096	9842929	64.16	978023.5751	7.7240880069	-0.5678813716
255209	9842930	68.00	978021.2842	6.6100704073	-1.6356956831
256322	9842931	69.92	978019.6267	5.5356982664	-2.6764880371
257435	9842932	70.16	978018.5639	4.5381503858	-3.6706822579
258548	9842933	67.04	978018.6432	3.6469656154	-4.601076367
259662	9842934	65.60	978018.3262	2.8813541624	-5.4539229496
260775	9842935	65.00	978017.8800	2.2485730032	-6.2197860473
261888	9842936	67.04	978016.7437	1.7435314629	-6.8940977864
263001	9842937	69.24	978015.6670	1.3496555084	-7.4773583937
264114	9842938	71.76	978014.5747	1.0408998333	-7.9749502602
265228	9842939	74.76	978013.3853	0.7846715947	-8.3965688244
266341	9842940	78.00	978012.1381	0.5453330227	-8.755308005
267454	9842941	76.92	978012.2088	0.2878927726	-9.0664726864
268567	9842942	77.32	978011.7744	-0.0185161813	-9.3462218114
269680	9842943	80.68	978010.3537	-0.3977405697	-9.6101691806
270793	9842944	77.48	978010.8766	-0.8645865307	-9.8720816087
271906	9842945	71.00	978012.3237	-1.423862685	-10.1428128868
273020	9842946	74.00	978010.7537	-2.0705499137	-10.4295955584
274133	9842947	75.80	978009.4830	-2.7910333841	-10.7357810125
275246	9842948	75.20	978008.9017	-3.5652160969	-11.0610738609
276359	9842949	67.32	978010.5397	-4.3692416408	-11.4022529248
277472	9842950	55.80	978013.2948	-5.1784967468	-11.7543139089
278585	9842951	49.20	978014.5454	-5.9705471399	-12.1119145599
279698	9842952	45.76	978014.8538	-6.7276836276	-12.4709586713
280811	9842953	48.64	978013.2567	-7.4388150491	-12.8301270287
281924	9842954	49.12	978012.4486	-8.1005321814	-13.1921561651
283037	9842955	48.40	978012.0547	-8.7172705221	-13.5646822489
284150	9842956	41.68	978013.5444	-9.3006069738	-13.9605074138
285264	9842957	37.16	978014.3710	-9.8678230474	-14.397206203
286377	9842958	37.04	978013.8348	-10.4399439593	-14.8960645217
287490	9842959	36.52	978013.3946	-11.0395107866	-15.4804242858
288603	9842960	35.80	978012.9670	-11.6883571653	-16.1735841325
289716	9842961	42.16	978010.2860	-12.4056429302	-16.9964702351
290829	9842961	47.44	978007.8554	-13.206348466	-17.9653326124
291942	9842962	50.56	978005.9988	-14.1003629485	-19.0897348008
293055	9842963	56.24	978003.2551	-15.0922168569	-20.3710851095
294168	9842964	63.20	978000.0203	-16.181425144	-21.8019065539
295281	9842965	60.44	977999.6930	-17.3633327432	-23.3659646583
296394	9842966	58.44	977999.0467	-18.6302976633	-25.0392760065
297507	9842967	57.96	977997.8560	-19.9730149768	-26.791916824
298620	9842968	61.00	977995.5143	-21.381780388	-28.5904526239
299733	9842969	65.80	977992.5740	-22.8475140529	-30.4007295372
300846	9842969	64.60	977991.4346	-24.3624098385	-32.1907162084
301958	9842970	64.04	977990.0555	-25.9201353993	-33.9330696594
303071	9842971	64.76	977988.2449	-27.5155759068	-35.607122642
304184	9842972	65.00	977986.5498	-29.1441797877	-37.200052109
305297	9842973	65.00	977984.9013	-30.8010200772	-38.707082057
306410	9842974	68.60	977982.1245	-32.4797230929	-40.1306884239
307523	9842974	69.72	977980.0994	-34.1714328446	-41.4788952509
308636	9842975	65.88	977979.5988	-35.863973512	-42.7628649165
309749	9842976	62.36	977979.0147	-37.5413451096	-43.9940764497
310862	9842977	59.00	977978.4160	-39.183643319	-45.1814427131
311975	9842978	56.12	977977.7277	-40.7674397252	-46.3287316631
313088	9842979	52.40	977977.3804	-42.2666006973	-47.4326261675
314201	9842979	47.00	977977.6580	-43.6534693373	-48.4816839113
315313	9842980	43.52	977977.4854	-44.9002919943	-49.4563520862
316426	9842981	41.00	977977.1836	-45.9807437148	-50.3300636497
317539	9842982	38.60	977977.0330	-46.8713984427	-51.0713086987
318652	9842983	35.64	977977.2608	-47.5530000687	-51.6464525994
319765	9842983	31.56	977978.0522	-48.0114174197	-52.0229774483
320878	9842984	32.36	977977.5830	-48.2382058317	-52.1727675019
321991	9842985	35.60	977976.6019	-48.2307445051	-52.0750498685
323103	9842986	33.92	977977.3536	-47.9919662848	-51.7186406193
324216	9842986	33.04	977978.0833	-47.529738913	-51.103229013
325329	9842987	33.76	977978.5350	-46.8559892253	-50.2395486175
326442	9842988	31.60	977980.0624	-45.9856808813	-49.1484192304
327555	9842989	28.00	977982.2093	-44.9357605701	-47.8587806474
328668	9842989	28.60	977983.2339	-43.7241778789	-46.4049611276
329780	9842990	28.12	977984.7319	-42.3690624379	-44.8235144024
330893	9842991	25.48	977987.0168	-40.8881124278	-43.1500077377
332006	9842992	23.00	977989.3623	-39.2982155271	-41.4161437722
333119	9842992	20.60	977991.7769	-37.6152916173	-39.6475507535
221809	9841790	52.20	978032.1036	12.5300145944	7.2746557651
222923	9841791	50.28	978033.4168	13.2524798051	7.9292555062
224036	9841792	48.84	978034.5311	13.9243119774	8.5348090857
225150	9841793	48.36	978035.2779	14.5255268068	9.0811778724
226263	9841794	45.88	978036.5577	15.0385125595	9.5599147607
227377	9841796	42.40	978038.0474	15.4501003475	9.9648743584
228490	9841797	38.44	978039.5786	15.7532437143	10.2925707101
229603	9841798	38.00	978039.9106	15.9480696492	10.5422451438
230717	9841799	44.60	978037.9592	16.0421302226	10.7156423636
231830	9841800	49.20	978036.5429	16.0497765927	10.8165275535
232944	9841802	52.80	978035.3707	15.9906841775	10.8500067716
234057	9841803	54.48	978034.7502	15.8876660622	10.8217339708
235170	9841804	55.12	978034.4312	15.7640074173	10.7370985008
236284	9841805	53.68	978034.7562	15.6406241221	10.6004863052
237397	9841806	54.56	978034.3773	15.5333841171	10.4146969749
238511	9841807	56.60	978033.6626	15.4509245803	10.1805793219
239624	9841808	57.32	978033.3803	15.3932511932	9.8969229519
240737	9841810	57.04	978033.4224	15.3513220724	9.5606156099
241851	9841811	54.76	978034.0820	15.3077076842	9.1670489672
242964	9841812	58.00	978033.0042	15.2382921847	8.7107317009
244077	9841813	64.00	978031.0162	15.1148561599	8.186050207
245190	9841814	64.72	978030.5829	14.9082710523	7.5881052693
246304	9841815	65.88	978029.9047	14.5919552709	6.9135478546
247417	9841816	67.92	978028.8249	14.1452014162	6.1613386058
248530	9841817	68.84	978027.9526	13.5559888845	5.3333627178
249644	9841818	69.20	978027.1126	12.8229464639	4.4348436239
250757	9841820	65.12	978027.5179	11.9562201526	3.4745140881
251870	9841821	63.20	978027.1424	10.9771220284	2.4645208018
252983	9841822	65.60	978025.3483	9.9165726558	1.4200574342
254097	9841823	68.24	978023.4378	8.8124862577	0.3587404531
255210	9841824	71.00	978021.4889	7.7063686172	-0.7002388765
256323	9841825	73.28	978019.7275	6.639488176	-1.7371349357
257436	9841826	74.84	978018.2640	5.6490304008	-2.7327733833
258549	9841827	74.96	978017.3495	4.7646483781	-3.6697021439
259663	9841828	72.20	978017.4475	4.0057784787	-4.5332799713
260776	9841829	68.00	978018.1205	3.3800040912	-5.3126128859
261889	9841830	67.16	978017.8813	2.8826330217	-6.0012541153
263002	9841831	69.36	978016.8128	2.4975190028	-6.5975965322
264115	9841832	77.64	978013.9498	2.1990206259	-7.1049080813
265229	9841833	80.64	978012.7714	1.9548677203	-7.5309894648
266342	9841834	81.00	978012.4277	1.7296097996	-7.8874675205
267455	9841835	80.28	978012.4027	1.4882641702	-8.188774335
268568	9841836	79.48	978012.3570	1.1997685334	-8.4508974384
269681	9841837	78.52	978012.2915	0.8398749376	-8.6900161787
270794	9841838	76.52	978012.4635	0.393194111	-8.9211594048
271907	9841839	74.00	978012.7065	-0.1457978978	-9.1570263367
273021	9841840	75.20	978011.7125	-0.7728577776	-9.4071036447
274134	9841841	75.80	978010.8308	-1.4751201073	-9.6771866571
275247	9841842	75.20	978010.2658	-2.2331182411	-9.9693726686
276360	9841843	69.48	978011.2515	-3.0234195496	-10.2825429724
277473	9841844	61.20	978013.0190	-3.8215568614	-10.6132927907
278586	9841845	56.40	978013.7242	-4.6049198515	-10.9572113469
279699	9841846	51.64	978014.4484	-5.3552912002	-11.3103650817
280812	9841847	46.96	978015.1910	-6.0607685811	-11.6708023125
281925	9841848	45.88	978014.8702	-6.7168967693	-12.0398829998
283038	9841849	46.60	978014.0389	-7.3269334004	-12.4232461149
284151	9841850	48.52	978012.8720	-7.9012746806	-12.831260015
285264	9841851	47.84	978012.5263	-8.4561612612	-13.2788557472
286377	9841852	41.96	978013.7846	-9.0118588048	-13.7847138869
287490	9841853	38.08	978014.4025	-9.5905545988	-14.3698544147
288604	9841854	35.20	978014.6670	-10.2142267066	-15.0557567502
289717	9841855	37.24	978013.3479	-10.9027255419	-15.8622034075
290830	9841856	39.16	978011.9851	-11.672263193	-16.8050867041
291943	9841856	40.84	978010.6044	-12.5344403928	-17.8944365394
293056	9841857	46.76	978007.8159	-13.4958641253	-19.1329145876
294169	9841858	54.80	978004.2728	-14.5583306731	-20.5149763015
295282	9841859	59.96	978001.5215	-15.7194794957	-22.0268309064
296395	9841860	63.96	977999.0362	-16.9737709086	-23.6472388173
297507	9841861	65.64	977997.1825	-18.3136109413	-25.3490862416
298620	9841862	68.20	977994.9811	-19.7304424358	-27.101580401
299733	9841863	71.20	977992.5767	-21.2156416069	-28.872828162
300846	9841864	70.00	977991.4080	-22.7610999536	-30.6325067454
301959	9841864	68.36	977990.3224	-24.3594260715	-32.354315457
303072	9841865	65.84	977989.4623	-26.0037626687	-34.0179157659
304185	9841866	66.20	977987.6763	-27.6872724374	-35.6101225196
305298	9841867	68.00	977985.4164	-29.4023947507	-37.1251957892
306411	9841868	66.20	977984.2431	-31.1400072997	-38.5641907462
307524	9841869	65.28	977982.7886	-32.8886391921	-39.933439012
308637	9841870	66.12	977980.7973	-34.6338737645	-41.242344602
309750	9841870	62.24	977980.2777	-36.358052354	-42.5007668364
310863	9841871	56.00	977980.5231	-38.0403487968	-43.7163195907
311976	9841872	58.88	977978.0349	-39.6572345585	-44.8919330489
313088	9841873	59.00	977976.4844	-41.1833030064	-46.0239977199
314201	9841874	53.60	977976.7412	-42.5923752937	-47.1013433698
315314	9841874	49.88	977976.6237	-43.8587754637	-48.1052054842
316427	9841875	47.00	977976.4136	-44.9586428646	-49.0102110405
317540	9841876	42.80	977976.7923	-45.8711477515	-49.7862887567
318653	9841877	38.16	977977.5074	-46.5794906692	-50.4012925821
319766	9841878	32.64	977978.7054	-47.0715952035	-50.8240359194
320879	9841878	31.04	977978.9274	-47.3404426527	-51.0273797905
321991	9841879	31.40	977978.7749	-47.3840405235	-50.9910081375
323104	9841880	30.08	977979.3570	-47.205058724	-50.7035593252
324217	9841881	29.56	977979.9099	-46.8102024792	-50.1638604329
325330	9841881	30.64	977980.1792	-46.209415167	-49.3811204277
326443	9841882	28.60	977981.5946	-45.4150149157	-48.3740659815
327556	9841883	25.00	977983.6664	-44.4408653511	-47.1691332487
328668	9841884	25.60	977984.6192	-43.3016647031	-45.7979438235
329781	9841884	24.88	977986.1254	-42.0124116143	-44.2943786004
330894	9841885	21.52	977988.5746	-40.5880746168	-42.6916084621
332007	9841886	20.00	977990.5814	-39.043460078	-41.0194398849
333120	9841887	19.40	977992.4122	-37.393245012	-39.3022869863
221811	9840683	52.20	978032.8446	13.230849394	7.7961492662
222924	9840685	52.80	978033.4136	13.9907183518	8.4850411881
224038	9840686	52.24	978034.2902	14.6981474508	9.1278493572
225151	9840687	49.36	978035.8143	15.3326555234	9.7139961607
226264	9840688	45.60	978037.5218	15.8763099961	10.2343433947
227378	9840689	41.40	978039.2630	16.3157768116	10.6817885343
228491	9840691	38.40	978040.5218	16.6439641175	11.0516388906
229605	9840692	38.60	978040.6773	16.8610299779	11.3417313243
230718	9840693	45.20	978038.7445	16.9745918624	11.5522959169
231831	9840694	50.52	978037.1209	16.9990672815	11.6855912763
232945	9840695	55.20	978035.6275	16.9541799238	11.7453635039
234058	9840696	55.20	978035.5395	16.862771092	11.7361977163
235172	9840698	54.20	978035.7380	16.7481487427	11.6628389921
236285	9840699	51.20	978036.5533	16.6312738383	11.5295585292
237398	9840700	51.40	978036.3893	16.5281166133	11.3396316141
238512	9840701	53.20	978035.7507	16.4475084768	11.0949785505
239625	9840702	51.76	978036.1381	16.3897681706	10.7960003386
240738	9840703	50.88	978036.3652	16.3462980568	10.4416201322
241852	9840705	51.12	978036.2418	16.3002372087	10.0295216095
242965	9840706	56.96	978034.3549	16.2281349311	9.5565581804
244078	9840707	65.60	978031.5453	16.1024861505	9.0192935673
245192	9840708	67.04	978030.8875	15.8948635645	8.414625239
246305	9840709	68.80	978030.0238	15.5793038125	7.7404373798
247418	9840710	71.20	978028.8352	15.1355660961	6.9962290786
248531	9840711	70.48	978028.4772	14.5518869886	6.1836655965
249645	9840712	68.20	978028.4643	13.8269047728	5.3070053284
250758	9840713	66.16	978028.2474	12.9705151744	4.3733619857
251871	9840715	65.68	978027.4378	12.003537933	3.3927704303
252984	9840716	68.32	978025.5824	10.9562065926	2.3780354861
254098	9840717	70.48	978023.8339	9.8656267792	1.3443560465
255211	9840718	72.40	978022.1576	8.7724654428	0.3087318398
256324	9840719	76.24	978019.9250	7.7172213487	-0.7108230223
257437	9840720	79.28	978018.0134	6.7364751908	-1.696217921
258551	9840721	80.72	978016.6984	5.8595205312	-2.6303160151
259664	9840722	77.12	978017.0617	5.1057340594	-3.4979829697
260777	9840723	71.00	978018.3318	4.4829606237	-4.2870696463
261890	9840724	68.48	978018.6133	3.9870748964	-4.9892403341
263003	9840725	69.96	978017.7679	3.6027508081	-5.6005625711
264116	9840726	79.44	978014.5338	3.3053372176	-6.1217885243
265230	9840727	82.84	978013.2336	3.0636189704	-6.5582812829
266343	9840728	83.20	978012.8945	2.8431500192	-6.9195709407
267456	9840729	82.60	978012.8403	2.6097897953	-7.218562382
268569	9840730	81.56	978012.8805	2.3330611409	-7.470455421
269682	9840731	79.64	978013.1280	1.9889783747	-7.6914737911
270795	9840732	77.88	978013.2456	1.5620629453	-7.8975276036
271908	9840733	76.20	978013.2520	1.046362669	-8.102949876
273022	9840734	76.32	978012.6181	0.4454065694	-8.3194482664
274135	9840735	75.56	978012.1850	-0.2288530236	-8.5553966133
275248	9840736	73.04	978012.2427	-0.9579501606	-8.8155577629
276361	9840737	69.00	978012.7382	-1.7194189704	-9.1012822137
277474	9840738	64.20	978013.4591	-2.4896085284	-9.4111711548
278587	9840739	59.28	978014.2289	-3.2464777091	-9.742133998
279700	9840740	53.68	978015.2384	-3.9720679048	-10.0907168438
280813	9840741	46.72	978016.7093	-4.6544039369	-10.454536778
281926	9840742	43.60	978017.0407	-5.2886517469	-10.8336337164
283039	9840743	42.40	978016.8235	-5.877454938	-11.2315509707
284152	9840744	47.92	978014.5661	-6.4304692867	-11.655979367
285265	9840745	49.00	978013.6993	-6.963203136	-12.1188460786
286378	9840746	41.20	978015.5750	-7.495342135	-12.6357937182
287491	9840747	38.60	978015.8234	-8.0487815795	-13.2250703547
288604	9840748	38.60	978015.2256	-8.6456048784	-13.905927851
289717	9840749	42.32	978013.4150	-9.3062322884	-14.6966943519
290830	9840750	44.72	978011.9314	-10.0479237537	-15.6127375823
291943	9840751	44.48	978011.1698	-10.8837600175	-16.6645613209
293056	9840751	46.48	978009.6143	-11.8221559799	-17.8562734347
294169	9840752	49.60	978007.6074	-12.8668889904	-19.1846292883
295282	9840753	60.28	978003.1608	-14.0175616558	-20.6387922591
296395	9840754	68.68	977999.3181	-15.2703712871	-22.2008703232
297508	9840755	72.52	977996.7892	-16.6190315333	-23.8471940425
298621	9840756	74.44	977994.7662	-18.055688083	-25.550208438
299734	9840757	75.40	977992.9613	-19.5716886283	-27.2807711753
300847	9840758	74.68	977991.6050	-21.158103662	-29.0105930104
301960	9840759	73.24	977990.4100	-22.8059430961	-30.7145316142
303073	9840759	70.36	977989.6069	-24.5060667737	-32.3724609822
304186	9840760	69.08	977988.2684	-26.2488370703	-33.9704852984
305299	9840761	68.60	977986.6522	-28.0236021286	-35.5013434385
306412	9840762	63.32	977986.4938	-29.818123642	-36.963949143
307525	9840763	60.76	977985.4926	-31.6180706044	-38.362120136
308638	9840764	63.64	977982.8306	-33.4066898077	-39.7026534006
309751	9840765	59.32	977982.4121	-35.1647372426	-40.9929899623
310864	9840765	51.40	977983.1490	-36.8707163274	-42.238769396
311976	9840766	58.36	977979.3945	-38.5014247858	-43.4415939162
313089	9840767	60.72	977977.1518	-40.032768359	-44.5973010672
314202	9840768	53.88	977977.8507	-41.4407624879	-45.6949846376
315315	9840769	49.60	977977.9088	-42.7026175155	-46.7169124602
316428	9840769	46.60	977977.7396	-43.7977920962	-47.6393784255
317541	9840770	42.52	977978.0827	-44.7089044032	-48.4344083705
318654	9840771	38.36	977978.6458	-45.4224102441	-49.072130558
319766	9840772	34.04	977979.4629	-45.9289882361	-49.5235353566
320879	9840773	30.60	977980.2213	-46.2236101239	-49.7632967961
321992	9840773	27.60	977981.0571	-46.3053137402	-49.7723178934
323105	9840774	27.36	977981.2592	-46.1767315285	-49.5396937335
324218	9840775	27.04	977981.6897	-45.8434543031	-49.0638573663
325331	9840776	26.56	977982.3653	-45.3133245784	-48.3527746755
326443	9840777	24.48	977983.7169	-44.5957548443	-47.423172517
327556	9840777	21.60	977985.4898	-43.7011539766	-46.2989043808
328669	9840778	21.48	977986.5850	-42.6405217729	-45.0086640456
329782	9840779	20.60	977988.0669	-41.4252411472	-43.5833363891
330895	9840780	18.20	977990.1569	-40.0670643927	-42.0533154949
332007	9840780	16.92	977992.0350	-38.5782590309	-40.4461182042
333120	9840781	16.20	977993.8593	-36.9718544741	-38.7845767193
221812	9839577	51.00	978033.8858	13.8591387321	8.2868314156
222925	9839578	55.20	978033.3722	14.6532772197	9.0043688173
224039	9839579	55.60	978033.9841	15.3944089879	9.6796426357
225152	9839581	48.40	978036.8814	16.0617774556	10.3018055366
226266	9839582	43.20	978039.0679	16.6372486282	10.8611353888
227379	9839583	39.00	978040.8400	17.107318541	11.3496075479
228492	9839584	37.80	978041.5693	17.4647100696	11.7612805333
229606	9839585	39.20	978041.3797	17.7093395287	12.0924689362
230719	9839587	45.80	978039.4714	17.8485000507	12.3417028483
231833	9839588	51.60	978037.7211	17.896197927	12.5094963688
232946	9839589	57.00	978036.0240	17.8716795425	12.5979662202
234059	9839590	55.20	978036.5114	17.7972878346	12.610353449
235173	9839591	52.40	978037.2815	17.6958755569	12.5505059554
236286	9839593	47.60	978038.6645	17.5880665129	12.4223775818
237399	9839594	47.20	978038.6913	17.4896864003	12.2295918992
238513	9839595	49.00	978038.0532	17.4096771593	11.9751074704
239626	9839596	45.40	978039.1079	17.3487624162	11.6610081932
240739	9839597	44.40	978039.3666	17.2990513306	11.2884291746
241853	9839598	48.60	978038.0069	17.2446627227	10.8576168568
242966	9839599	57.20	978035.2542	17.1633330162	10.3681126171
244079	9839601	68.00	978031.7647	17.0288542623	9.8190419942
245193	9839602	69.80	978030.9881	16.8140865519	9.2094867253
246306	9839603	72.40	978029.8593	16.4942150418	8.5389132581
247419	9839604	76.60	978028.1113	16.0498850441	7.8076286288
248533	9839605	74.80	978028.0925	15.4698541783	7.0172320365
249646	9839606	70.00	978028.8699	14.7528484515	6.1710279677
250759	9839607	69.40	978028.2185	13.9083942319	5.2743646781
251872	9839608	69.40	978027.2753	12.9565107187	4.3348610299
252986	9839609	70.60	978025.8832	11.9262747967	3.3624862167
254099	9839611	71.80	978024.4496	10.8533971465	2.3694619464
255212	9839612	73.00	978023.0127	9.7770604214	1.3699660874
256325	9839613	79.00	978020.1253	8.7363540334	0.3796309477
257438	9839614	83.60	978017.7418	7.7666858839	-0.5851522244
258552	9839615	85.40	978016.3224	6.8965539766	-1.5080896307
259665	9839616	81.20	978016.8742	6.145020086	-2.3739473906
260778	9839617	74.00	978018.4771	5.5201485129	-3.169545596
261891	9839618	70.40	978019.0875	5.0185648078	-3.8846951804
263004	9839619	70.80	978018.5680	4.6261649786	-4.5129828779
264117	9839620	79.20	978015.6582	4.3198795419	-5.0523141249
265231	9839621	83.20	978014.1645	4.0702833982	-5.5051398758
266344	9839622	85.00	978013.3749	3.8447546185	-5.8783204638
267457	9839623	84.40	978013.3204	3.6108324867	-6.1826156839
268570	9839624	83.60	978013.2918	3.3394127605	-6.4318315269
269683	9839625	82.40	978013.3286	3.0074466101	-6.6416955996
270796	9839626	80.40	978013.5399	2.5998746608	-6.8285697954
271909	9839627	78.00	978013.7957	2.1106205965	-7.0081349181
273023	9839628	77.40	978013.4174	1.5425782404	-7.1941933349
274136	9839629	75.20	978013.4682	0.9066388751	-7.3977295632
275249	9839630	69.80	978014.4593	0.21990869	-7.6263443674
276362	9839631	67.20	978014.5540	-0.4966518681	-7.8841372779
277475	9839632	66.00	978014.2076	-1.2208829114	-8.1720595993
278588	9839633	60.00	978015.3575	-1.9320725633	-8.4887010961
279701	9839634	53.80	978016.5974	-2.6133128214	-8.8314160032
280814	9839635	47.20	978018.0003	-3.2533282029	-9.1976454994
281927	9839636	41.80	978019.0766	-3.8476140986	-9.5862612765
283040	9839637	37.00	978020.0093	-4.3988085833	-9.998743563
284153	9839638	43.60	978017.4528	-4.9163114245	-10.4400196044
285266	9839639	45.40	978016.3972	-5.4152464518	-10.9188247752
286379	9839640	37.60	978018.3066	-5.9149289253	-11.4475046244
287492	9839641	38.60	978017.4744	-6.4370413076	-12.0412458039
288605	9839642	44.00	978015.2378	-7.0037354686	-12.7167984186
289718	9839643	52.40	978012.0086	-7.6358668981	-13.4908222211
290831	9839644	57.20	978009.8088	-8.3515304368	-14.37804479
291944	9839645	54.80	978009.7371	-9.1650135792	-15.3894533844
293057	9839646	50.80	978010.0530	-10.0862205409	-16.5307481933
294170	9839646	46.00	978010.5037	-11.1205567885	-17.8012612816
295283	9839647	61.00	978004.7227	-12.2692077722	-19.1934946089
296396	9839648	73.00	977999.7594	-13.5297039446	-20.6933577538
297509	9839649	79.00	977996.5455	-14.896641189	-22.2811001909
298622	9839650	80.20	977994.7169	-16.3624231321	-23.9328449937
299735	9839651	79.00	977993.5406	-17.9179083053	-25.6225521509
300848	9839652	79.00	977991.9154	-19.552876962	-27.3241809312
