X	Y	Elev	G	FA	Boug
313040	9936970	0.00	978030.2650	-2.779528781	-1.4139803615
314153	9936970	0.00	978030.4716	-2.5729733474	-1.1857012833
315266	9936971	0.00	978030.6146	-2.4299259881	-1.0054780357
316379	9936971	0.00	978030.7094	-2.335121208	-0.8663595267
317492	9936971	0.00	978030.7708	-2.2737889461	-0.7631028957
318606	9936972	0.00	978030.8119	-2.2326785635	-0.6918946934
319719	9936972	0.00	978030.8436	-2.2009674236	-0.649944606
320832	9936972	0.00	978030.8736	-2.1709688953	-0.6350382751
321945	9936973	0.00	978030.9060	-2.13856387	-0.6451273268
323058	9936973	0.00	978030.9413	-2.1033021204	-0.678019113
324171	9936973	0.00	978030.9764	-2.0681526074	-0.7312080904
325284	9936974	0.00	978031.0056	-2.0389208879	-0.8018674812
326398	9936974	0.00	978031.0212	-2.0233913739	-0.8869960198
327511	9936974	0.00	978031.0143	-2.0302862943	-0.9836922128
328624	9936974	0.00	978030.9764	-2.0681564049	-1.0895094664
329737	9936975	0.00	978030.9002	-2.1443267785	-1.2028313378
330850	9936975	0.00	978030.7806	-2.2640127785	-1.3231984753
331963	9936975	0.00	978030.6149	-2.4296972555	-1.4515186488
333076	9936976	0.00	978030.4037	-2.6408235277	-1.5900992741
221737	9935831	0.00	978018.4968	-14.5658709545	-14.5436464022
222851	9935831	0.00	978018.1388	-14.9238045747	-14.8294581929
223965	9935832	0.00	978017.7438	-15.3188293513	-15.1648286165
225079	9935832	0.00	978017.3433	-15.7193690541	-15.5272827765
226192	9935833	0.00	978016.9572	-16.1054089306	-15.9026574658
227306	9935833	0.00	978016.5912	-16.4714434659	-16.2872198827
228420	9935833	0.28	978016.1494	-16.8269716486	-16.6879174258
229533	9935834	0.28	978015.7819	-17.194429431	-17.1206758185
230647	9935834	0.00	978015.4579	-17.604798308	-17.6069281178
231761	9935835	0.00	978014.9712	-18.0914541343	-18.1945484452
232875	9935835	0.00	978014.3796	-18.6830791076	-18.8903803825
233988	9935836	0.00	978013.6660	-19.3966177834	-19.6731905865
235102	9935836	0.00	978012.8314	-20.2312918194	-20.530877453
236216	9935837	0.00	978011.8981	-21.1645926546	-21.4357828882
237329	9935837	0.00	978010.9117	-22.1509535699	-22.3441162841
238443	9935838	0.00	978009.9392	-23.1234882859	-23.1974990393
239556	9935838	0.00	978009.0638	-23.9988090645	-23.9544459517
240670	9935839	0.00	978008.3781	-24.6845482474	-24.5424669114
241784	9935839	0.00	978007.9738	-25.0888505677	-24.8559177861
242897	9935840	0.00	978007.9318	-25.1308251894	-24.8252355866
244011	9935840	0.00	978008.3119	-24.7507796171	-24.3997485375
245124	9935840	0.00	978009.1436	-23.9190271197	-23.5552578782
246238	9935841	0.00	978010.4205	-22.6421707746	-22.2995586864
247352	9935841	0.00	978012.0966	-20.9660105341	-20.6751470584
248465	9935842	0.00	978014.0881	-18.974568699	-18.7586350395
249579	9935842	0.00	978016.2775	-16.785144939	-16.6567325982
250692	9935843	0.00	978018.5229	-14.5397473894	-14.499020931
251806	9935843	0.00	978020.6690	-12.3936515896	-12.4280929928
252919	9935844	0.00	978022.5605	-10.5021676967	-10.5889796375
254033	9935844	0.00	978024.0557	-9.0069106506	-9.1182196017
255146	9935844	0.00	978025.0397	-8.0229432653	-8.1096276688
256260	9935845	0.00	978025.4346	-7.6280897058	-7.6595455545
257374	9935845	0.00	978025.2071	-7.8555047029	-7.7988634427
258487	9935846	0.00	978024.3724	-8.6902556328	-8.5209132582
259600	9935846	0.00	978022.9924	-10.0702670473	-9.7748083469
260714	9935847	0.00	978021.1711	-11.8915350818	-11.4692815159
261827	9935847	0.00	978019.0456	-14.0170907455	-13.4801001467
262941	9935847	0.00	978016.7738	-16.2888222416	-15.6603659507
264054	9935848	0.00	978014.5217	-18.5409957107	-17.8527292927
265168	9935848	0.00	978012.4485	-20.6141681161	-19.9023710474
266281	9935849	0.00	978010.6945	-22.3681779378	-21.669545732
267395	9935849	0.00	978009.3696	-23.6930261941	-23.0405423537
268508	9935850	0.00	978008.5459	-24.5167045483	-23.9360951005
269622	9935850	0.00	978008.2533	-24.8093591726	-24.3165439414
270735	9935850	0.00	978008.4791	-24.5835603369	-24.1833753989
271848	9935851	0.00	978009.1718	-23.8908361643	-23.5771304656
272962	9935851	0.00	978010.2477	-22.8149833722	-22.5720124652
274075	9935852	0.00	978011.5997	-21.462952464	-21.2678276265
275189	9935852	0.00	978013.1084	-19.9542933579	-19.7801164296
276302	9935852	0.00	978014.6524	-18.410225392	-18.2294645968
277415	9935853	0.00	978016.1193	-16.9433613543	-16.7310099298
278529	9935853	0.00	978017.4137	-15.6489794119	-15.3850873178
279642	9935854	0.00	978018.4641	-14.5985205847	-14.269791951
280755	9935854	0.00	978019.2269	-13.8357212945	-13.4360114549
281869	9935854	0.00	978019.6871	-13.3755026081	-12.9052085471
282982	9935855	0.00	978019.8572	-13.2054620538	-12.6699566933
284096	9935855	0.00	978019.7731	-13.2895784933	-12.6969711093
285209	9935855	0.00	978019.4891	-13.5735668181	-12.9321614205
286322	9935856	0.00	978019.0714	-13.9912200146	-13.3070791198
287436	9935856	0.00	978018.5916	-14.4710547346	-13.7460534631
288549	9935857	0.00	978018.1200	-14.9426272188	-14.1733058778
289662	9935857	0.00	978017.7207	-15.3419960432	-14.5193994153
290775	9935857	0.00	978017.4467	-15.6159581064	-14.7265034626
291889	9935858	0.00	978017.3378	-15.724853343	-14.7521170922
293002	9935858	0.00	978017.4187	-15.6439007982	-14.5710767271
294115	9935858	0.00	978017.6995	-15.3631755264	-14.1758547374
295229	9935859	0.00	978018.1762	-14.8864485727	-13.5753167731
296342	9935859	0.00	978018.8335	-14.2291831176	-12.7922325907
297455	9935859	0.00	978019.6466	-13.4160069399	-11.859918509
298568	9935860	0.00	978020.5847	-12.4779686153	-10.8184257074
299682	9935860	0.00	978021.6128	-11.4498406262	-9.7106790985
300795	9935861	0.00	978022.6950	-10.3676680247	-8.5789228731
301908	9935861	0.00	978023.7960	-9.2666885726	-7.4617508852
303021	9935861	0.00	978024.8830	-8.1796806345	-6.3919046024
304135	9935862	0.00	978025.9269	-7.1357374823	-5.3949206043
305248	9935862	0.00	978026.9032	-6.1594267248	-4.4886147708
306361	9935862	0.00	978027.7924	-5.270273193	-3.6833104407
307474	9935863	0.00	978028.5801	-4.4825012996	-2.982659183
308587	9935863	0.00	978029.2577	-3.8049841459	-2.384868494
309701	9935863	0.00	978029.8213	-3.2413655934	-1.8841407401
310814	9935864	0.00	978030.2723	-2.7903413571	-1.4721394499
311927	9935864	0.00	978030.6165	-2.4461003214	-1.1393281038
313040	9935864	0.00	978030.8637	-2.1989334263	-0.8760672414
314153	9935865	0.00	978031.0266	-2.0360129991	-0.6734020143
315266	9935865	0.00	978031.1203	-1.9423308979	-0.5235186202
316380	9935865	0.00	978031.1609	-1.9017623851	-0.4198896244
317493	9935866	0.00	978031.1645	-1.898198699	-0.3571614629
318606	9935866	0.00	978031.1460	-1.916670182	-0.3308602602
319719	9935866	0.00	978031.1183	-1.9443684405	-0.3370036014
320832	9935867	0.00	978031.0912	-1.9714741159	-0.3717063496
321945	9935867	0.00	978031.0709	-1.9917082332	-0.4308591776
323058	9935867	0.00	978031.0601	-2.0025492796	-0.5099410217
324172	9935868	0.00	978031.0576	-2.0050924382	-0.6040034163
325285	9935868	0.00	978031.0591	-2.003567165	-0.7078381288
326398	9935868	0.00	978031.0581	-2.0045688748	-0.8163122421
327511	9935868	0.00	978031.0466	-2.0160939703	-0.9248293745
328624	9935869	0.00	978031.0162	-2.0464896792	-1.0298544951
329737	9935869	0.00	978030.9592	-2.1034376067	-1.1294249699
330850	9935869	0.00	978030.8696	-2.1930812393	-1.2235638532
331963	9935870	0.00	978030.7433	-2.3193839764	-1.3145142994
333076	9935870	0.00	978030.5789	-2.4837691013	-1.4067268375
221738	9934724	0.00	978019.2435	-13.8375445761	-13.9438712768
222852	9934725	0.00	978018.8973	-14.1837099664	-14.2044926142
223965	9934725	0.00	978018.5051	-14.5759066408	-14.5440993159
225079	9934726	0.00	978018.1010	-14.9800414194	-14.9185230667
226193	9934726	2.04	978017.0799	-15.3717663732	-15.3092389913
227307	9934727	4.80	978015.8606	-15.7398912345	-15.7066254219
228420	9934727	4.92	978015.4762	-16.0875204104	-16.1108339253
229534	9934728	4.36	978015.3059	-16.4307370873	-16.5673753669
230648	9934728	2.44	978015.5338	-16.794993091	-17.0730907515
231761	9934729	0.68	978015.6618	-17.2096836875	-17.6258168137
232875	9934729	0.00	978015.3794	-17.7016489038	-18.2326632476
233989	9934730	0.00	978014.7925	-18.288513944	-18.8939701449
235102	9934730	0.00	978014.1082	-18.9728357151	-19.5998267481
236216	9934731	0.00	978013.3431	-19.7379521271	-20.3276512385
237330	9934731	0.00	978012.5348	-20.5462419224	-21.0413074162
238443	9934731	0.00	978011.7408	-21.340217039	-21.6920670438
239557	9934732	0.92	978010.7520	-22.0465207569	-22.221510693
240671	9934732	2.28	978009.7987	-22.5825355173	-22.5747818288
241784	9934733	2.52	978009.4428	-22.8649598505	-22.742289158
242898	9934733	2.92	978009.3657	-22.819436572	-22.5990294836
244011	9934734	3.40	978009.6475	-22.3901417368	-22.0995523653
245125	9934734	0.40	978011.4100	-21.5481960756	-21.2218109609
246239	9934735	0.00	978012.7832	-20.2978476858	-19.9724755331
247352	9934735	0.00	978014.4015	-18.6795889082	-18.3897543343
248466	9934736	0.00	978016.3114	-16.7696876037	-16.5432367671
249579	9934736	0.00	978018.4051	-14.675998189	-14.5305790455
250693	9934737	0.00	978020.5507	-12.5303268282	-12.4711886329
251806	9934737	0.00	978022.6030	-10.4780111078	-10.4973931433
252920	9934737	0.00	978024.4154	-8.665693005	-8.7438649815
254033	9934738	0.00	978025.8526	-7.228478318	-7.3395972263
255147	9934738	0.00	978026.8033	-6.277761484	-6.3803140317
256260	9934739	0.00	978027.1901	-5.8909420634	-5.9520153125
257374	9934739	0.00	978026.9770	-6.1040742766	-6.0905911571
258487	9934740	0.00	978026.1729	-6.9081947215	-6.7942741318
259601	9934740	0.00	978024.8314	-8.2496991796	-8.0197520531
260714	9934741	0.00	978023.0463	-10.0347286898	-9.6852377036
261828	9934741	0.00	978020.9439	-12.1371229119	-11.6769134599
262941	9934741	0.00	978018.6719	-14.4091484001	-13.8581541471
264055	9934742	0.00	978016.3871	-16.6939474351	-16.0806643235
265168	9934742	0.00	978014.2425	-18.838505558	-18.1964889948
266282	9934743	0.00	978012.3751	-20.7059157411	-20.0697866298
267395	9934743	0.00	978010.8952	-22.1858226379	-21.5872957062
268509	9934743	0.00	978009.8789	-23.2021463763	-22.6665741161
269622	9934744	0.00	978009.3636	-23.7174849625	-23.2613267808
270735	9934744	0.00	978009.3471	-23.7339426249	-23.363434057
271849	9934745	0.00	978009.7906	-23.2904893847	-23.0016195916
272962	9934745	0.00	978010.6238	-22.4572866612	-22.2370168141
274076	9934746	0.00	978011.7534	-21.3276814197	-21.1561757119
275189	9934746	0.00	978013.0723	-20.0087525641	-19.862268631
276302	9934746	0.00	978014.4697	-18.6113739131	-18.4653863576
277416	9934747	0.00	978015.8403	-17.2407361106	-17.0728541688
278529	9934747	0.00	978017.0929	-15.9881544194	-15.7804427774
279643	9934748	0.00	978018.1563	-14.9247993949	-14.6652117163
280756	9934748	0.00	978018.9833	-14.0977486236	-13.7805214248
281869	9934748	0.00	978019.5526	-13.5284992579	-13.1535094215
282983	9934749	0.00	978019.8672	-13.2138319426	-12.7850724698
284096	9934749	0.00	978019.9523	-13.1287025942	-12.6521571506
285209	9934749	0.00	978019.8504	-13.2306788696	-12.7119590692
286323	9934750	0.00	978019.6157	-13.4653446903	-12.9074838014
287436	9934750	0.00	978019.3090	-13.7720720522	-13.1738412941
288549	9934751	0.00	978018.9915	-14.0895995401	-13.4446326826
289663	9934751	0.00	978018.7201	-14.360949665	-13.6578398579
290776	9934751	0.00	978018.5437	-14.5373458251	-13.7607326723
291889	9934752	0.00	978018.5001	-14.5809355173	-13.7134508618
293002	9934752	0.00	978018.6148	-14.4662707447	-13.4910794409
294116	9934753	0.00	978018.9004	-14.1806233161	-13.0841990165
295229	9934753	0.00	978019.3577	-13.7233099492	-12.4980393934
296342	9934753	0.00	978019.9768	-13.1042631438	-11.7504825925
297455	9934754	0.00	978020.7389	-12.3421074631	-10.8692410903
298569	9934754	0.00	978021.6191	-11.4619909034	-9.8885748341
299682	9934754	0.00	978022.5877	-10.4933850256	-8.8459074234
300795	9934755	0.00	978023.6130	-9.4680153536	-7.7786630634
301908	9934755	0.00	978024.6630	-8.4180256609	-6.7215799446
303022	9934755	0.00	978025.7066	-7.3744257206	-5.7046729214
304135	9934756	0.00	978026.7152	-6.3658291122	-4.7519295686
305248	9934756	0.00	978027.6636	-5.4174599567	-3.8807389664
306361	9934756	0.00	978028.5307	-4.550395925	-3.1019801661
307475	9934757	0.00	978029.3000	-3.781017336	-2.4206430864
308588	9934757	0.00	978029.9604	-3.1206442632	-1.8368216336
309701	9934758	0.00	978030.5057	-2.575359585	-1.3469075393
310814	9934758	0.00	978030.9350	-2.1460300777	-0.9448217866
311927	9934758	0.00	978031.2525	-1.8285451329	-0.6231448155
313040	9934759	0.00	978031.4668	-1.6142904769	-0.3740421214
314154	9934759	0.00	978031.5902	-1.4908616988	-0.1899231152
315267	9934759	0.00	978031.6380	-1.4430009863	-0.0638131365
316380	9934760	0.00	978031.6273	-1.4537138785	0.0105431131
317493	9934760	0.00	978031.5756	-1.505495889	0.0387971375
318606	9934760	0.00	978031.4995	-1.5815767757	0.0262596884
319719	9934761	0.00	978031.4140	-1.6670777118	-0.0217716714
320833	9934761	0.00	978031.3311	-1.7499768305	-0.0997042424
321946	9934761	0.00	978031.2593	-1.8217928433	-0.2014358212
323059	9934761	0.00	978031.2031	-1.8779235283	-0.3202916366
324172	9934762	0.00	978031.1634	-1.9176126452	-0.4491462677
325285	9934762	0.00	978031.1375	-1.9435602988	-0.5807367034
326398	9934762	0.00	978031.1198	-1.9612321188	-0.7081440235
327511	9934763	0.00	978031.1031	-1.9779559979	-0.8253941651
328624	9934763	0.00	978031.0791	-2.0019166204	-0.9281056574
329737	9934763	0.00	978031.0399	-2.0411644924	-1.0140966652
330850	9934764	0.00	978030.9783	-2.1027466573	-1.0838573292
331964	9934764	0.00	978030.8890	-2.1920423903	-1.1407977537
333077	9934764	0.00	978030.7687	-2.312352542	-1.1911976829
221738	9933618	0.00	978019.9776	-13.1221591246	-13.4113044206
222852	9933618	0.00	978019.6444	-13.4553909023	-13.6461851899
223966	9933619	0.00	978019.2630	-13.8367715447	-13.9536285775
225080	9933619	1.40	978018.4375	-14.2300526496	-14.3123322959
226193	9933620	6.00	978016.6407	-14.6072887917	-14.703650346
227307	9933620	12.00	978014.4444	-14.9526585378	-15.1139616344
228421	9933621	11.40	978014.3187	-15.2641745137	-15.5359222872
229534	9933621	10.00	978014.4621	-15.553043503	-15.9684208065
230648	9933622	7.00	978015.1000	-15.8407600198	-16.4152343222
231762	9933622	3.20	978015.9586	-16.1543314332	-16.8825684602
232876	9933623	0.00	978016.5795	-16.5202985558	-17.3758292108
233989	9933623	0.00	978016.1414	-16.9583977275	-17.8961007201
235103	9933624	0.00	978015.6240	-17.4757842572	-18.4368706402
236216	9933624	0.00	978015.0371	-18.0626916512	-18.9815437896
237330	9933625	0.00	978014.4095	-18.69024039	-19.5022128561
238444	9933625	0.00	978013.7889	-19.310852748	-19.9600179873
239557	9933626	3.80	978012.0695	-19.861407163	-20.30723988
240671	9933626	7.20	978010.6172	-20.2689165116	-20.491054637
241785	9933627	7.80	978010.2442	-20.4581823539	-20.4646672664
242898	9933627	8.80	978010.0345	-20.3606034765	-20.2450553692
244012	9933628	10.00	978010.1025	-19.9231356996	-19.7125329697
245125	9933628	3.40	978012.9376	-19.1163370735	-18.8457809035
246239	9933629	0.00	978015.1593	-17.9404945246	-17.6487679285
247353	9933629	0.00	978016.6708	-16.4290112652	-16.1537486317
248466	9933629	0.00	978018.4512	-14.6485191218	-14.4216035492
249580	9933630	0.00	978020.4042	-12.6955329003	-12.5393004316
250693	9933630	0.00	978022.4099	-10.6898450234	-10.6145622125
251807	9933631	0.00	978024.3345	-8.7652239277	-8.7681339766
252920	9933631	0.00	978026.0415	-7.058286922	-7.124313388
254034	9933632	0.00	978027.4031	-5.6966321875	-5.8006155324
255147	9933632	0.00	978028.3124	-4.7874108697	-4.8975600335
256261	9933633	0.00	978028.6923	-4.4074882942	-4.4895816498
257374	9933633	0.00	978028.5036	-4.5961870853	-4.6179729189
258488	9933634	0.00	978027.7484	-5.3513427726	-5.2865781794
259601	9933634	0.00	978026.4707	-6.6290639747	-6.4606925447
260715	9933634	0.00	978024.7526	-8.3472126057	-8.0693055775
261828	9933635	0.00	978022.7075	-10.3922461665	-10.0105010877
262942	9933635	0.00	978020.4710	-12.6287344422	-12.1595164975
264055	9933636	0.00	978018.1892	-14.9106113192	-14.3787098573
265169	9933636	0.00	978016.0067	-17.0930739815	-16.5285059582
266282	9933637	0.00	978014.0558	-19.0440093069	-18.478312274
267396	9933637	0.00	978012.4459	-20.6539106056	-20.116417227
268509	9933637	0.00	978011.2563	-21.8434338436	-21.3580029472
269622	9933638	0.00	978010.5318	-22.5680074715	-22.1506074087
270736	9933638	0.00	978010.2805	-22.8192223142	-22.4766332807
271849	9933639	0.00	978010.4767	-22.6230525039	-22.352794151
272963	9933639	0.00	978011.0645	-22.0352601652	-21.8266818254
274076	9933640	0.00	978011.9652	-21.1345849419	-20.9709012486
275189	9933640	0.00	978013.0853	-20.0144914469	-19.8754267402
276303	9933640	0.00	978014.3254	-18.774330111	-18.6389661903
277416	9933641	0.00	978015.5890	-17.5107570687	-17.3601687925
278530	9933641	0.00	978016.7896	-16.3101645489	-16.1294763527
279643	9933642	0.00	978017.8571	-15.242711102	-15.0223065886
280756	9933642	0.00	978018.7414	-14.3583337628	-14.0940850883
281870	9933642	0.00	978019.4149	-13.6848977876	-13.3774319643
282983	9933643	0.00	978019.8713	-13.2284197923	-12.8815837431
284096	9933643	0.00	978020.1247	-12.9751098083	-12.5939145744
285210	9933644	0.00	978020.2049	-12.894834307	-12.4832347441
286323	9933644	0.00	978020.1542	-12.9455160728	-12.5044052313
287436	9933644	0.00	978020.0218	-13.0779607154	-12.6037249824
288550	9933645	0.00	978019.8591	-13.2406292373	-12.7245261387
289663	9933645	0.00	978019.7158	-13.3839511138	-12.8124484212
290776	9933645	0.00	978019.6359	-13.4638783557	-12.8199482501
291889	9933646	0.00	978019.6553	-13.44450173	-12.7097176801
293003	9933646	0.00	978019.8001	-13.299669725	-12.4568271284
294116	9933647	0.00	978020.0861	-13.0136553672	-12.0495479275
295229	9933647	0.00	978020.5188	-12.5809957426	-11.4889410596
296343	9933647	0.00	978021.0941	-12.0056788376	-10.7874049443
297456	9933648	0.00	978021.7999	-11.2998716052	-9.9664496469
298569	9933648	0.00	978022.6174	-10.4823756287	-9.054003496
299682	9933648	0.00	978023.5228	-9.5769692646	-8.0815612481
300796	9933649	0.00	978024.4890	-8.6107560961	-7.0814547834
301909	9933649	0.00	978025.4872	-7.6125978142	-6.0844748298
303022	9933650	0.00	978026.4881	-6.6116726593	-5.1180040955
304135	9933650	0.00	978027.4636	-5.6361738491	-4.2047476458
305248	9933650	0.00	978028.3876	-4.7121484553	-3.3620740554
306362	9933651	0.00	978029.2373	-3.8624757444	-2.6019180106
307475	9933651	0.00	978029.9938	-3.1059921726	-1.9311468324
308588	9933651	0.00	978030.6430	-2.4567835272	-1.3522627224
309701	9933652	0.00	978031.1761	-1.9236778021	-0.864300032
310814	9933652	0.00	978031.5898	-1.5099802846	-0.4637811569
311928	9933652	0.00	978031.8863	-1.2134913341	-0.1456128658
313041	9933653	0.00	978032.0729	-1.026835665	0.0961668873
314154	9933653	0.00	978032.1617	-0.9381100405	0.2678476511
315267	9933653	0.00	978032.1679	-0.9318268695	0.3757312011
316380	9933654	0.00	978032.1097	-0.9900984981	0.426029681
317493	9933654	0.00	978032.0058	-1.0939763612	0.4249367729
318607	9933654	0.00	978031.8749	-1.2248358212	0.3788113169
319720	9933655	0.00	978031.7341	-1.3656859128	0.2944015443
320833	9933655	0.00	978031.5975	-1.5022859904	0.1790362138
321946	9933655	0.00	978031.4758	-1.6239690183	0.0407161646
323059	9933656	0.00	978031.3757	-1.724102135	-0.1119448848
324172	9933656	0.00	978031.2996	-1.8001553142	-0.2699596517
325285	9933656	0.00	978031.2464	-1.853392981	-0.4243898816
326398	9933657	0.00	978031.2115	-1.8882452819	-0.5669273363
327512	9933657	0.00	978031.1883	-1.9114494469	-0.6905812359
328625	9933657	0.00	978031.1687	-1.9310726119	-0.7903971085
329738	9933658	0.00	978031.1442	-1.9555328047	-0.8641157294
330851	9933658	0.00	978031.1070	-1.9927240634	-0.9126739257
331964	9933658	0.00	978031.0504	-2.0493268325	-0.940453333
333077	9933659	0.00	978030.9694	-2.1303499864	-0.9551995971
221739	9932511	0.00	978020.6666	-12.4521572253	-12.9199169153
222853	9932512	0.00	978020.3476	-12.7712420163	-13.1454098433
223966	9932513	1.52	978019.5146	-13.134619345	-13.4416555872
225080	9932513	5.48	978017.9221	-13.5043547264	-13.7859698541
226194	9932514	9.36	978016.3794	-13.8497176483	-14.1570436448
227308	9932514	13.20	978014.8932	-14.1513471469	-14.5376003159
228421	9932515	12.96	978014.7157	-14.4034586533	-14.9161090143
229535	9932515	11.32	978015.0117	-14.6137981844	-15.2873247529
230649	9932516	6.88	978016.1944	-14.8013583287	-15.6515876645
231762	9932516	2.84	978017.2502	-14.9921783239	-16.0129882814
232876	9932517	0.00	978017.9050	-15.2138179226	-16.3766698663
233990	9932517	0.00	978017.6295	-15.4892869135	-16.7456714367
235103	9932518	0.32	978017.1888	-15.831303714	-17.1177981984
236217	9932518	2.48	978016.1162	-16.2377347564	-17.4830274415
237331	9932519	4.40	978015.0733	-16.6889330655	-17.8219127601
238444	9932519	6.20	978014.0606	-17.1474652369	-18.1053411852
239558	9932520	5.24	978013.9441	-17.560418835	-18.2958378465
240671	9932520	5.52	978013.5547	-17.8641536158	-18.3504192897
241785	9932520	8.28	978012.5785	-17.9910406407	-18.2247924427
242899	9932521	10.96	978011.8671	-17.8774630477	-17.8891736607
244012	9932521	13.60	978011.4589	-17.4721651709	-17.3657229251
245126	9932522	7.00	978014.2184	-16.7439558583	-16.5540099617
246239	9932522	1.88	978016.8514	-15.6878112017	-15.4539106234
247353	9932523	0.00	978018.7902	-14.3285738107	-14.0903111654
248467	9932523	0.00	978020.3971	-12.7216966828	-12.5139933223
249580	9932524	0.00	978022.1680	-10.9508000978	-10.7999180903
250694	9932524	0.00	978023.9966	-9.1221619494	-9.0429223995
251807	9932525	0.00	978025.7622	-7.3566052476	-7.351126734
252921	9932525	0.00	978027.3393	-5.7795414657	-5.8376102071
254034	9932526	0.00	978028.6087	-4.5101410942	-4.6111131088
255148	9932526	0.00	978029.4681	-3.6507092954	-3.7666520955
256261	9932527	0.00	978029.8415	-3.2773333643	-3.3769653374
257375	9932527	0.00	978029.6861	-3.4327419213	-3.4856398404
258488	9932527	0.00	978028.9967	-4.1220887114	-4.1026174871
259602	9932528	0.00	978027.8067	-5.3120728701	-5.2025467813
260715	9932528	0.00	978026.1853	-6.9334667826	-6.7261686218
261829	9932529	0.00	978024.2320	-8.8867801106	-8.5846266534
262942	9932529	0.00	978022.0683	-11.0504813128	-10.6663075927
264056	9932530	0.00	978019.8278	-13.2909583266	-12.8455743559
265169	9932530	0.00	978017.6455	-15.4732517053	-14.9925796594
266283	9932531	0.00	978015.6472	-17.4715493161	-16.9832571085
267396	9932531	0.00	978013.9403	-19.1784925274	-18.7085882444
268509	9932531	0.00	978012.6063	-20.5124990124	-20.0823351396
269623	9932532	0.00	978011.6963	-21.4225360095	-21.0465969581
270736	9932532	0.00	978011.2287	-21.8900524979	-21.5747755796
271850	9932533	0.00	978011.1907	-21.928067545	-21.6717946248
272963	9932533	0.00	978011.5411	-21.5776838768	-21.3716802156
274076	9932534	0.00	978012.2163	-20.9025226807	-20.7328534253
275190	9932534	0.00	978013.1371	-19.9817368491	-19.8316800473
276303	9932534	0.00	978014.2165	-18.9023428531	-18.7549554449
277417	9932535	0.00	978015.3672	-17.7516133606	-17.5920608333
278530	9932535	0.00	978016.5086	-16.6101999163	-16.4275106852
279643	9932536	0.00	978017.5723	-15.5465215993	-15.3345253079
280757	9932536	0.00	978018.5060	-14.6127812362	-14.3701211859
281870	9932536	0.00	978019.2760	-13.8427780739	-13.5720325508
282983	9932537	0.00	978019.8673	-13.251497238	-12.9575816941
284097	9932537	0.00	978020.2825	-12.8362916692	-12.5244238976
285210	9932538	0.00	978020.5394	-12.5793466625	-12.2529245714
286323	9932538	0.00	978020.6678	-12.451039477	-12.1097963563
287437	9932538	0.00	978020.7050	-12.4137792378	-12.052542339
288550	9932539	0.00	978020.6929	-12.4259316507	-12.0342220129
289663	9932539	0.00	978020.6733	-12.4454900625	-12.0080771924
290777	9932540	0.00	978020.6856	-12.4332369424	-11.9316186849
291890	9932540	0.00	978020.7636	-12.3552342359	-11.7698701989
293003	9932540	0.00	978020.9342	-12.1845741393	-11.4975805267
294116	9932541	0.00	978021.2164	-11.9024026365	-11.1003346803
295230	9932541	0.00	978021.6205	-11.498289067	-10.5746065721
296343	9932542	0.00	978022.1487	-10.9700523511	-9.9268895022
297456	9932542	0.00	978022.7956	-10.3231686673	-9.1721088073
298569	9932542	0.00	978023.5489	-9.5698799655	-8.3315598435
299683	9932543	0.00	978024.3907	-8.728103829	-7.4306239071
300796	9932543	0.00	978025.2986	-7.8202198878	-6.496497783
301909	9932543	0.00	978026.2470	-6.8717832034	-5.556134793
303022	9932544	0.00	978027.2086	-5.9101962918	-4.6345434025
304136	9932544	0.00	978028.1554	-4.9633621023	-3.7535310567
305249	9932544	0.00	978029.0605	-4.0583411767	-2.9309229643
306362	9932545	0.00	978029.8987	-3.2200456907	-2.1802339523
307475	9932545	0.00	978030.6488	-2.4700176004	-1.5107306118
308588	9932546	0.00	978031.2934	-1.8253528339	-0.9277932805
309702	9932546	0.00	978031.8209	-1.2978435233	-0.4334737334
310815	9932546	0.00	978032.2254	-0.8934114655	-0.0271439974
311928	9932547	0.00	978032.5069	-0.6118958023	0.2938575082
313041	9932547	0.00	978032.6716	-0.4472358636	0.5336570352
314154	9932547	0.00	978032.7307	-0.3880580048	0.6974036964
315267	9932548	0.00	978032.7002	-0.4186369033	0.7909779094
316381	9932548	0.00	978032.5986	-0.5201623104	0.8208471626
317494	9932548	0.00	978032.4466	-0.6722074533	0.794043328
318607	9932549	0.00	978032.2645	-0.8542705526	0.7182180818
319720	9932549	0.00	978032.0715	-1.0472503501	0.601721908
320833	9932549	0.00	978031.8841	-1.234722297	0.4536484813
321946	9932550	0.00	978031.7149	-1.403903986	0.2837902009
323059	9932550	0.00	978031.5726	-1.5462338665	0.1024619561
324173	9932550	0.00	978031.4613	-1.6575317321	-0.0798320761
325286	9932551	0.00	978031.3810	-1.7377568451	-0.2528911897
326399	9932551	0.00	978031.3284	-1.7904235133	-0.4074476464
327512	9932551	0.00	978031.2970	-1.8217683989	-0.5358845038
328625	9932552	0.00	978031.2790	-1.8397843355	-0.632970541
329738	9932552	0.00	978031.2656	-1.8532394815	-0.696524075
330851	9932552	0.00	978031.2480	-1.8707882402	-0.7279091831
331964	9932553	0.00	978031.2185	-1.9002540389	-0.7322705765
333077	9932553	0.00	978031.1707	-1.9481283763	-0.7184283942
221739	9931405	0.00	978021.2798	-11.8583703003	-12.4894439026
222853	9931406	0.00	978020.9760	-12.1621214641	-12.7006340396
223967	9931406	2.56	978019.8457	-12.501463671	-12.975824105
225081	9931407	8.44	978017.6938	-12.8373158237	-13.2916259544
